NOM_ENT,Grupo quinquenal de edad,AÑO,Total,Hombres,Mujeres
Michoacán de Ocampo,95 a 99 años,2010,8949,4017,4932
Michoacán de Ocampo,95 a 99 años,2020,5246,2242,3004
Michoacán de Ocampo,90 a 94 años,1990,5454,2435,3019
Michoacán de Ocampo,90 a 94 años,1995,5932,2663,3269
Michoacán de Ocampo,90 a 94 años,2000,15131,7120,8011
Michoacán de Ocampo,90 a 94 años,2005,17681,8382,9299
Michoacán de Ocampo,90 a 94 años,2010,23160,10696,12464
Michoacán de Ocampo,90 a 94 años,2020,13255,5868,7387
Michoacán de Ocampo,85 a 89 años,1990,11618,5474,6144
Michoacán de Ocampo,85 a 89 años,1995,13194,6283,6911
Michoacán de Ocampo,85 a 89 años,2000,25242,11868,13374
Michoacán de Ocampo,85 a 89 años,2005,33279,15582,17697
Michoacán de Ocampo,85 a 89 años,2010,40032,18583,21449
Michoacán de Ocampo,85 a 89 años,2020,30976,13989,16987
Michoacán de Ocampo,80 a 84 años,1990,22110,10286,11824
Michoacán de Ocampo,80 a 84 años,1995,23993,11300,12693
Michoacán de Ocampo,80 a 84 años,2000,42177,20718,21459
Michoacán de Ocampo,80 a 84 años,2005,50678,24637,26041
Michoacán de Ocampo,80 a 84 años,2010,58813,28096,30717
Michoacán de Ocampo,80 a 84 años,2020,51154,23473,27681
Michoacán de Ocampo,75 a 79 años,1990,28987,14307,14680
Michoacán de Ocampo,75 a 79 años,1995,32765,16287,16478
Michoacán de Ocampo,75 a 79 años,2000,61639,29772,31867
Michoacán de Ocampo,75 a 79 años,2005,69195,32843,36352
Michoacán de Ocampo,75 a 79 años,2010,83990,39343,44647
Michoacán de Ocampo,75 a 79 años,2020,74938,35694,39244
Michoacán de Ocampo,70 a 74 años,1990,42296,20996,21300
Michoacán de Ocampo,70 a 74 años,1995,54355,26750,27605
Michoacán de Ocampo,70 a 74 años,2000,75177,35293,39884
Michoacán de Ocampo,70 a 74 años,2005,84325,39858,44467
Michoacán de Ocampo,70 a 74 años,2010,96347,45789,50558
Michoacán de Ocampo,70 a 74 años,2020,106332,50515,55817
Michoacán de Ocampo,65 a 69 años,1990,53580,25886,27694
Michoacán de Ocampo,65 a 69 años,1995,65207,30972,34235
Michoacán de Ocampo,65 a 69 años,2000,94498,44526,49972
Michoacán de Ocampo,65 a 69 años,2005,104898,49077,55821
Michoacán de Ocampo,65 a 69 años,2010,122951,58031,64920
Michoacán de Ocampo,65 a 69 años,2020,140009,66427,73582
Michoacán de Ocampo,60 a 64 años,1990,75014,35904,39110
Michoacán de Ocampo,60 a 64 años,1995,88981,42632,46349
Michoacán de Ocampo,60 a 64 años,2000,102326,48464,53862
Michoacán de Ocampo,60 a 64 años,2005,120402,57263,63139
Michoacán de Ocampo,60 a 64 años,2010,147873,71049,76824
Michoacán de Ocampo,60 a 64 años,2020,178844,83238,95606
Michoacán de Ocampo,55 a 59 años,1990,81634,39451,42183
Michoacán de Ocampo,55 a 59 años,1995,91798,43955,47843
Michoacán de Ocampo,55 a 59 años,2000,132493,63146,69347
Michoacán de Ocampo,55 a 59 años,2005,153673,72818,80855
Michoacán de Ocampo,55 a 59 años,2010,188305,88214,100091
Michoacán de Ocampo,55 a 59 años,2020,202399,94210,108189
Michoacán de Ocampo,50 a 54 años,1990,101422,48461,52961
Michoacán de Ocampo,50 a 54 años,1995,118272,56873,61399
Michoacán de Ocampo,50 a 54 años,2000,154267,73326,80941
Michoacán de Ocampo,50 a 54 años,2005,182586,85391,97195
Michoacán de Ocampo,50 a 54 años,2010,212627,99106,113521
Michoacán de Ocampo,50 a 54 años,2020,243599,113217,130382
Michoacán de Ocampo,5 a 9 años,1990,491674,248142,243532
Michoacán de Ocampo,5 a 9 años,1995,499020,252636,246384
Michoacán de Ocampo,5 a 9 años,2000,453339,229097,224242
Michoacán de Ocampo,5 a 9 años,2005,400054,202915,197139
Michoacán de Ocampo,5 a 9 años,2010,425698,215617,210081
Michoacán de Ocampo,5 a 9 años,2020,441618,223382,218236
Michoacán de Ocampo,45 a 49 años,1990,118842,56801,62041
Michoacán de Ocampo,45 a 49 años,1995,141762,68441,73321
Michoacán de Ocampo,45 a 49 años,2000,196428,92879,103549
Michoacán de Ocampo,45 a 49 años,2005,216455,100356,116099
Michoacán de Ocampo,45 a 49 años,2010,247704,115521,132183
Michoacán de Ocampo,45 a 49 años,2020,270544,129380,141164
Michoacán de Ocampo,40 a 44 años,1990,139854,67100,72754
Michoacán de Ocampo,40 a 44 años,1995,173986,84892,89094
Michoacán de Ocampo,40 a 44 años,2000,233456,107652,125804
Michoacán de Ocampo,40 a 44 años,2005,247470,112596,134874
Michoacán de Ocampo,40 a 44 años,2010,290448,136834,153614
Michoacán de Ocampo,40 a 44 años,2020,299299,142585,156714
Michoacán de Ocampo,35 a 39 años,1990,176749,84247,92502
Michoacán de Ocampo,35 a 39 años,1995,221033,104658,116375
Michoacán de Ocampo,35 a 39 años,2000,255792,115836,139956
Michoacán de Ocampo,35 a 39 años,2005,273154,124017,149137
Michoacán de Ocampo,35 a 39 años,2010,303108,141058,162050
Michoacán de Ocampo,35 a 39 años,2020,318438,151597,166841
Michoacán de Ocampo,30 a 34 años,1990,203845,95021,108824
Michoacán de Ocampo,30 a 34 años,1995,244357,114243,130114
Michoacán de Ocampo,30 a 34 años,2000,294099,132374,161725
Michoacán de Ocampo,30 a 34 años,2005,284690,126561,158129
Michoacán de Ocampo,30 a 34 años,2010,322064,150160,171904
Michoacán de Ocampo,30 a 34 años,2020,345272,162946,182326
Michoacán de Ocampo,25 a 29 años,1990,240995,110101,130894
Michoacán de Ocampo,25 a 29 años,1995,281231,128989,152242
Michoacán de Ocampo,25 a 29 años,2000,357857,159888,197969
Michoacán de Ocampo,25 a 29 años,2005,332440,147596,184844
Michoacán de Ocampo,25 a 29 años,2010,392338,185190,207148
Michoacán de Ocampo,25 a 29 años,2020,367568,176271,191297
Michoacán de Ocampo,20 a 24 años,1990,311727,139326,172401
Michoacán de Ocampo,20 a 24 años,1995,370671,171442,199229
Michoacán de Ocampo,20 a 24 años,2000,436043,207543,228500
Michoacán de Ocampo,20 a 24 años,2005,423624,202977,220647
Michoacán de Ocampo,20 a 24 años,2010,453827,224452,229375
Michoacán de Ocampo,20 a 24 años,2020,390431,191587,198844
Michoacán de Ocampo,15 a 19 años,1990,431353,206567,224786
Michoacán de Ocampo,15 a 19 años,1995,457894,222492,235402
Michoacán de Ocampo,15 a 19 años,2000,498316,251262,247054
Michoacán de Ocampo,15 a 19 años,2005,462479,233342,229137
Michoacán de Ocampo,15 a 19 años,2010,443721,223553,220168
Michoacán de Ocampo,15 a 19 años,2020,407743,204821,202922
Michoacán de Ocampo,100 años y más,1990,1287,490,797
Michoacán de Ocampo,100 años y más,1995,931,367,564
Michoacán de Ocampo,100 años y más,2000,3764,1592,2172
Michoacán de Ocampo,100 años y más,2005,3683,1616,2067
Michoacán de Ocampo,100 años y más,2010,3839,1652,2187
Michoacán de Ocampo,100 años y más,2020,945,396,549
Michoacán de Ocampo,10 a 14 años,1990,496659,249951,246708
Michoacán de Ocampo,10 a 14 años,1995,501490,253564,247926
Michoacán de Ocampo,10 a 14 años,2000,492453,248571,243882
Michoacán de Ocampo,10 a 14 años,2005,426654,215699,210955
Michoacán de Ocampo,10 a 14 años,2010,434860,220017,214843
Michoacán de Ocampo,10 a 14 años,2020,426869,215932,210937
Michoacán de Ocampo,0 a 4 años,1990,468480,236418,232062
Michoacán de Ocampo,0 a 4 años,1995,467147,236928,230219
Michoacán de Ocampo,0 a 4 años,2000,3985667,1911078,2074589
Michoacán de Ocampo,0 a 4 años,2005,3966073,1892377,2073696
Michoacán de Ocampo,0 a 4 años,2010,4351037,2102109,2248928
Michoacán de Ocampo,0 a 4 años,2020,429837,216825,213012
Morelos,No especificado,1990,3901,1873,2028
Morelos,No especificado,1995,1902,877,1025
Morelos,No especificado,2000,409,154,255
Morelos,No especificado,2005,390,157,233
Morelos,No especificado,2010,327,136,191
Morelos,No especificado,2020,948,459,489
Morelos,95 a 99 años,1990,680,291,389
Morelos,95 a 99 años,1995,1076,477,599
Morelos,95 a 99 años,2000,2081,912,1169
Morelos,95 a 99 años,2005,2162,909,1253
Morelos,95 a 99 años,2010,2702,1147,1555
Morelos,95 a 99 años,2020,1844,707,1137
Morelos,90 a 94 años,1990,1671,734,937
Morelos,90 a 94 años,1995,1918,851,1067
Morelos,90 a 94 años,2000,4953,2138,2815
Morelos,90 a 94 años,2005,5851,2574,3277
Morelos,90 a 94 años,2010,8567,3862,4705
Morelos,90 a 94 años,2020,5327,2165,3162
Morelos,85 a 89 años,1990,3888,1800,2088
Morelos,85 a 89 años,1995,4469,1979,2490
Morelos,85 a 89 años,2000,7620,3490,4130
Morelos,85 a 89 años,2005,11620,5406,6214
Morelos,85 a 89 años,2010,14917,6621,8296
Morelos,85 a 89 años,2020,13278,5724,7554
Morelos,80 a 84 años,1990,6335,2812,3523
Morelos,80 a 84 años,1995,6555,2937,3618
Morelos,80 a 84 años,2000,15196,7330,7866
Morelos,80 a 84 años,2005,19198,9080,10118
Morelos,80 a 84 años,2010,23535,10876,12659
Morelos,80 a 84 años,2020,21954,9791,12163
Morelos,75 a 79 años,1990,8825,4105,4720
Morelos,75 a 79 años,1995,10844,5315,5529
Morelos,75 a 79 años,2000,22033,10422,11611
Morelos,75 a 79 años,2005,26836,12445,14391
Morelos,75 a 79 años,2010,32988,15169,17819
Morelos,75 a 79 años,2020,33189,15608,17581
Morelos,70 a 74 años,1990,11909,5750,6159
Morelos,70 a 74 años,1995,18175,8942,9233
Morelos,70 a 74 años,2000,30268,14059,16209
Morelos,70 a 74 años,2005,33653,15527,18126
Morelos,70 a 74 años,2010,40104,18850,21254
Morelos,70 a 74 años,2020,47846,22462,25384
Morelos,65 a 69 años,1990,19143,9250,9893
Morelos,65 a 69 años,1995,25504,11976,13528
Morelos,65 a 69 años,2000,36295,16989,19306
Morelos,65 a 69 años,2005,43128,20379,22749
Morelos,65 a 69 años,2010,53604,25556,28048
Morelos,65 a 69 años,2020,65650,30758,34892
Morelos,60 a 64 años,1990,25391,12214,13177
Morelos,60 a 64 años,1995,33014,15730,17284
Morelos,60 a 64 años,2000,41813,19884,21929
Morelos,60 a 64 años,2005,51112,24477,26635
Morelos,60 a 64 años,2010,66904,31856,35048
Morelos,60 a 64 años,2020,84475,39123,45352
Morelos,55 a 59 años,1990,31036,14823,16213
Morelos,55 a 59 años,1995,36749,17581,19168
Morelos,55 a 59 años,2000,53966,26075,27891
Morelos,55 a 59 años,2005,67341,32058,35283
Morelos,55 a 59 años,2010,86282,40293,45989
Morelos,55 a 59 años,2020,96124,44357,51767
Morelos,50 a 54 años,1990,36413,17358,19055
Morelos,50 a 54 años,1995,46219,22458,23761
Morelos,50 a 54 años,2000,66776,32002,34774
Morelos,50 a 54 años,2005,81012,37708,43304
Morelos,50 a 54 años,2010,97105,45411,51694
Morelos,50 a 54 años,2020,114284,52588,61696
Morelos,5 a 9 años,1990,151548,76657,74891
Morelos,5 a 9 años,1995,166248,84621,81627
Morelos,5 a 9 años,2000,160901,81500,79401
Morelos,5 a 9 años,2005,150281,76612,73669
Morelos,5 a 9 años,2010,155669,79434,76235
Morelos,5 a 9 años,2020,158935,80637,78298
Morelos,45 a 49 años,1990,44861,21488,23373
Morelos,45 a 49 años,1995,58154,28428,29726
Morelos,45 a 49 años,2000,84779,40113,44666
Morelos,45 a 49 años,2005,94307,44081,50226
Morelos,45 a 49 años,2010,111381,51504,59877
Morelos,45 a 49 años,2020,124378,58030,66348
Morelos,40 a 44 años,1990,51951,25363,26588
Morelos,40 a 44 años,1995,72003,35431,36572
Morelos,40 a 44 años,2000,100957,46951,54006
Morelos,40 a 44 años,2005,108333,49588,58745
Morelos,40 a 44 años,2010,129072,59870,69202
Morelos,40 a 44 años,2020,130539,60716,69823
Morelos,35 a 39 años,1990,69744,33847,35897
Morelos,35 a 39 años,1995,95595,45429,50166
Morelos,35 a 39 años,2000,109174,50137,59037
Morelos,35 a 39 años,2005,118659,54302,64357
Morelos,35 a 39 años,2010,128812,59712,69100
Morelos,35 a 39 años,2020,135994,63749,72245
Morelos,30 a 34 años,1990,80162,37720,42442
Morelos,30 a 34 años,1995,103465,48938,54527
Morelos,30 a 34 años,2000,123189,56284,66905
Morelos,30 a 34 años,2005,119236,54001,65235
Morelos,30 a 34 años,2010,133544,62528,71016
Morelos,30 a 34 años,2020,143404,67970,75434
Morelos,25 a 29 años,1990,92584,43917,48667
Morelos,25 a 29 años,1995,117551,55332,62219
Morelos,25 a 29 años,2000,137988,63439,74549
Morelos,25 a 29 años,2005,134191,62002,72189
Morelos,25 a 29 años,2010,155671,75194,80477
Morelos,25 a 29 años,2020,154595,74612,79983
Morelos,20 a 24 años,1990,112583,52506,60077
Morelos,20 a 24 años,1995,147558,69809,77749
Morelos,20 a 24 años,2000,156544,76095,80449
Morelos,20 a 24 años,2005,155301,76688,78613
Morelos,20 a 24 años,2010,175625,87725,87900
Morelos,20 a 24 años,2020,162146,79566,82580
Morelos,15 a 19 años,1990,145197,70866,74331
Morelos,15 a 19 años,1995,161301,79242,82059
Morelos,15 a 19 años,2000,166002,84615,81387
Morelos,15 a 19 años,2005,168541,85250,83291
Morelos,15 a 19 años,2010,167487,84822,82665
Morelos,15 a 19 años,2020,166654,84628,82026
Morelos,100 años y más,1990,303,117,186
Morelos,100 años y más,1995,251,79,172
Morelos,100 años y más,2000,1260,541,719
Morelos,100 años y más,2005,1104,452,652
Morelos,100 años y más,2010,1134,464,670
Morelos,100 años y más,2020,340,126,214
Morelos,10 a 14 años,1990,153841,77268,76573
Morelos,10 a 14 años,1995,166885,84508,82377
Morelos,10 a 14 años,2000,173589,87866,85723
Morelos,10 a 14 años,2005,157253,79931,77322
Morelos,10 a 14 años,2010,166908,85100,81808
Morelos,10 a 14 años,2020,164177,83391,80786
Morelos,0 a 4 años,1990,143093,73026,70067
Morelos,0 a 4 años,1995,167226,85141,82085
Morelos,0 a 4 años,2000,1555296,750799,804497
Morelos,0 a 4 años,2005,1612899,775311,837588
Morelos,0 a 4 años,2010,1777227,858588,918639
Morelos,0 a 4 años,2020,145439,73680,71759
Nayarit,No especificado,1990,9725,4852,4873
Nayarit,No especificado,1995,1652,805,847
Nayarit,No especificado,2000,238,110,128
Nayarit,No especificado,2005,222,109,113
Nayarit,No especificado,2010,247,134,113
Nayarit,No especificado,2020,1168,572,596
Nayarit,95 a 99 años,1990,465,227,238
Nayarit,95 a 99 años,1995,633,309,324
Nayarit,95 a 99 años,2000,1450,682,768
Nayarit,95 a 99 años,2005,1694,790,904
Nayarit,95 a 99 años,2010,2113,944,1169
Nayarit,95 a 99 años,2020,996,433,563
Nayarit,90 a 94 años,1990,1121,518,603
Nayarit,90 a 94 años,1995,1252,601,651
Nayarit,90 a 94 años,2000,3838,1826,2012
Nayarit,90 a 94 años,2005,4184,1991,2193
Nayarit,90 a 94 años,2010,5111,2390,2721
Nayarit,90 a 94 años,2020,2773,1179,1594
Nayarit,85 a 89 años,1990,2657,1299,1358
Nayarit,85 a 89 años,1995,3085,1483,1602
Nayarit,85 a 89 años,2000,6070,2902,3168
Nayarit,85 a 89 años,2005,7228,3538,3690
Nayarit,85 a 89 años,2010,8690,4150,4540
Nayarit,85 a 89 años,2020,7093,3310,3783
Nayarit,80 a 84 años,1990,4885,2400,2485
Nayarit,80 a 84 años,1995,5638,2708,2930
Nayarit,80 a 84 años,2000,9933,4981,4952
Nayarit,80 a 84 años,2005,11271,5622,5649
Nayarit,80 a 84 años,2010,13928,7002,6926
Nayarit,80 a 84 años,2020,13039,6345,6694
Nayarit,75 a 79 años,1990,7592,3808,3784
Nayarit,75 a 79 años,1995,8483,4274,4209
Nayarit,75 a 79 años,2000,13556,6913,6643
Nayarit,75 a 79 años,2005,15830,8126,7704
Nayarit,75 a 79 años,2010,21066,10519,10547
Nayarit,75 a 79 años,2020,19910,9792,10118
Nayarit,70 a 74 años,1990,10358,5268,5090
Nayarit,70 a 74 años,1995,12263,6325,5938
Nayarit,70 a 74 años,2000,18487,9317,9170
Nayarit,70 a 74 años,2005,21551,10898,10653
Nayarit,70 a 74 años,2010,25368,12694,12674
Nayarit,70 a 74 años,2020,27774,13560,14214
Nayarit,65 a 69 años,1990,13413,6789,6624
Nayarit,65 a 69 años,1995,16025,8081,7944
Nayarit,65 a 69 años,2000,23746,11964,11782
Nayarit,65 a 69 años,2005,27893,13971,13922
Nayarit,65 a 69 años,2010,32069,15866,16203
Nayarit,65 a 69 años,2020,37876,18563,19313
Nayarit,60 a 64 años,1990,17158,8686,8472
Nayarit,60 a 64 años,1995,20521,10438,10083
Nayarit,60 a 64 años,2000,27584,13924,13660
Nayarit,60 a 64 años,2005,31623,15747,15876
Nayarit,60 a 64 años,2010,39899,19693,20206
Nayarit,60 a 64 años,2020,47698,22763,24935
Nayarit,55 a 59 años,1990,20264,10438,9826
Nayarit,55 a 59 años,1995,24833,12653,12180
Nayarit,55 a 59 años,2000,33520,16820,16700
Nayarit,55 a 59 años,2005,39727,19578,20149
Nayarit,55 a 59 años,2010,48769,23609,25160
Nayarit,55 a 59 años,2020,54507,26262,28245
Nayarit,50 a 54 años,1990,25661,13038,12623
Nayarit,50 a 54 años,1995,29721,15068,14653
Nayarit,50 a 54 años,2000,40204,19711,20493
Nayarit,50 a 54 años,2005,47294,22809,24485
Nayarit,50 a 54 años,2010,55916,27147,28769
Nayarit,50 a 54 años,2020,64958,31691,33267
Nayarit,5 a 9 años,1990,109363,55506,53857
Nayarit,5 a 9 años,1995,110505,56418,54087
Nayarit,5 a 9 años,2000,100288,51107,49181
Nayarit,5 a 9 años,2005,92384,46895,45489
Nayarit,5 a 9 años,2010,106044,54138,51906
Nayarit,5 a 9 años,2020,113942,58000,55942
Nayarit,45 a 49 años,1990,30609,15426,15183
Nayarit,45 a 49 años,1995,35862,18025,17837
Nayarit,45 a 49 años,2000,49594,24008,25586
Nayarit,45 a 49 años,2005,54176,26110,28066
Nayarit,45 a 49 años,2010,64675,31810,32865
Nayarit,45 a 49 años,2020,75138,37298,37840
Nayarit,40 a 44 años,1990,34689,17253,17436
Nayarit,40 a 44 años,1995,43229,21563,21666
Nayarit,40 a 44 años,2000,57414,27608,29806
Nayarit,40 a 44 años,2005,62553,30053,32500
Nayarit,40 a 44 años,2010,78128,38953,39175
Nayarit,40 a 44 años,2020,81357,39971,41386
Nayarit,35 a 39 años,1990,44384,21711,22673
Nayarit,35 a 39 años,1995,53925,25900,28025
Nayarit,35 a 39 años,2000,62272,29734,32538
Nayarit,35 a 39 años,2005,69251,33146,36105
Nayarit,35 a 39 años,2010,79520,38922,40598
Nayarit,35 a 39 años,2020,85180,41559,43621
Nayarit,30 a 34 años,1990,49504,23882,25622
Nayarit,30 a 34 años,1995,58527,28236,30291
Nayarit,30 a 34 años,2000,72014,34447,37567
Nayarit,30 a 34 años,2005,69847,33028,36819
Nayarit,30 a 34 años,2010,82067,40065,42002
Nayarit,30 a 34 años,2020,90577,43990,46587
Nayarit,25 a 29 años,1990,56622,27020,29602
Nayarit,25 a 29 años,1995,66502,32220,34282
Nayarit,25 a 29 años,2000,81566,38786,42780
Nayarit,25 a 29 años,2005,79031,37566,41465
Nayarit,25 a 29 años,2010,96693,48059,48634
Nayarit,25 a 29 años,2020,92542,45237,47305
Nayarit,20 a 24 años,1990,70005,33394,36611
Nayarit,20 a 24 años,1995,86384,42502,43882
Nayarit,20 a 24 años,2000,97866,49021,48845
Nayarit,20 a 24 años,2005,97519,48922,48597
Nayarit,20 a 24 años,2010,107191,54204,52987
Nayarit,20 a 24 años,2020,97500,48537,48963
Nayarit,15 a 19 años,1990,99779,49847,49932
Nayarit,15 a 19 años,1995,102913,51622,51291
Nayarit,15 a 19 años,2000,107654,54737,52917
Nayarit,15 a 19 años,2005,103122,52426,50696
Nayarit,15 a 19 años,2010,104308,53367,50941
Nayarit,15 a 19 años,2020,104256,52792,51464
Nayarit,100 años y más,1990,252,112,140
Nayarit,100 años y más,1995,156,71,85
Nayarit,100 años y más,2000,680,316,364
Nayarit,100 años y más,2005,788,378,410
Nayarit,100 años y más,2010,799,368,431
Nayarit,100 años y más,2020,236,96,140
Nayarit,10 a 14 años,1990,112910,57093,55817
Nayarit,10 a 14 años,1995,110790,56474,54316
Nayarit,10 a 14 años,2000,107577,54727,52850
Nayarit,10 a 14 años,2005,96834,49627,47207
Nayarit,10 a 14 años,2010,104943,53253,51690
Nayarit,10 a 14 años,2020,113335,57726,55609
Nayarit,0 a 4 años,1990,103227,52490,50737
Nayarit,0 a 4 años,1995,103803,52853,50950
Nayarit,0 a 4 años,2000,920185,456105,464080
Nayarit,0 a 4 años,2005,949684,469204,480480
Nayarit,0 a 4 años,2010,1084979,541007,543972
Nayarit,0 a 4 años,2020,103601,52602,50999
Nuevo León,No especificado,1990,16593,8202,8391
Nuevo León,No especificado,1995,3557,1889,1668
Nuevo León,No especificado,2000,380,164,216
Nuevo León,No especificado,2005,376,143,233
Nuevo León,No especificado,2010,460,172,288
Nuevo León,No especificado,2020,18132,9049,9083
Nuevo León,95 a 99 años,1990,910,382,528
Nuevo León,95 a 99 años,1995,1256,538,718
Nuevo León,95 a 99 años,2000,4154,1677,2477
Nuevo León,95 a 99 años,2005,4738,1787,2951
Nuevo León,95 a 99 años,2010,5394,2066,3328
Nuevo León,95 a 99 años,2020,3097,1133,1964
Nuevo León,90 a 94 años,1990,2486,1061,1425
Nuevo León,90 a 94 años,1995,3497,1475,2022
Nuevo León,90 a 94 años,2000,10634,4424,6210
Nuevo León,90 a 94 años,2005,11929,5007,6922
Nuevo León,90 a 94 años,2010,16005,6629,9376
Nuevo León,90 a 94 años,2020,10365,3903,6462
Nuevo León,85 a 89 años,1990,7963,3447,4516
Nuevo León,85 a 89 años,1995,9406,4059,5347
Nuevo León,85 a 89 años,2000,17528,7667,9861
Nuevo León,85 a 89 años,2005,24628,10827,13801
Nuevo León,85 a 89 años,2010,30455,13075,17380
Nuevo León,85 a 89 años,2020,25023,10300,14723
Nuevo León,80 a 84 años,1990,14384,6381,8003
Nuevo León,80 a 84 años,1995,16178,7040,9138
Nuevo León,80 a 84 años,2000,33324,15550,17774
Nuevo León,80 a 84 años,2005,40397,18477,21920
Nuevo León,80 a 84 años,2010,48049,22136,25913
Nuevo León,80 a 84 años,2020,50350,22069,28281
Nuevo León,75 a 79 años,1990,23068,10578,12490
Nuevo León,75 a 79 años,1995,25120,11677,13443
Nuevo León,75 a 79 años,2000,48611,22607,26004
Nuevo León,75 a 79 años,2005,59373,27965,31408
Nuevo León,75 a 79 años,2010,75631,35695,39936
Nuevo León,75 a 79 años,2020,77327,35523,41804
Nuevo León,70 a 74 años,1990,29882,13885,15997
Nuevo León,70 a 74 años,1995,41030,19660,21370
Nuevo León,70 a 74 años,2000,65875,31411,34464
Nuevo León,70 a 74 años,2005,83083,39917,43166
Nuevo León,70 a 74 años,2010,96803,46293,50510
Nuevo León,70 a 74 años,2020,115822,53640,62182
Nuevo León,65 a 69 años,1990,46095,22190,23905
Nuevo León,65 a 69 años,1995,57318,27042,30276
Nuevo León,65 a 69 años,2000,92626,44938,47688
Nuevo León,65 a 69 años,2005,108646,52394,56252
Nuevo León,65 a 69 años,2010,132607,63516,69091
Nuevo León,65 a 69 años,2020,154408,72766,81642
Nuevo León,60 a 64 años,1990,62398,29546,32852
Nuevo León,60 a 64 años,1995,77359,37553,39806
Nuevo León,60 a 64 años,2000,109729,53878,55851
Nuevo León,60 a 64 años,2005,134046,65124,68922
Nuevo León,60 a 64 años,2010,162140,78944,83196
Nuevo León,60 a 64 años,2020,217238,103697,113541
Nuevo León,55 a 59 años,1990,75104,36957,38147
Nuevo León,55 a 59 años,1995,96263,47706,48557
Nuevo León,55 a 59 años,2000,144499,70886,73613
Nuevo León,55 a 59 años,2005,172436,83952,88484
Nuevo León,55 a 59 años,2010,220801,107080,113721
Nuevo León,55 a 59 años,2020,260045,126971,133074
Nuevo León,50 a 54 años,1990,100263,49598,50665
Nuevo León,50 a 54 años,1995,122905,60893,62012
Nuevo León,50 a 54 años,2000,168680,82616,86064
Nuevo León,50 a 54 años,2005,218683,106900,111783
Nuevo León,50 a 54 años,2010,260606,128429,132177
Nuevo León,50 a 54 años,2020,334439,164492,169947
Nuevo León,5 a 9 años,1990,350558,178254,172304
Nuevo León,5 a 9 años,1995,360813,183897,176916
Nuevo León,5 a 9 años,2000,396563,201948,194615
Nuevo León,5 a 9 años,2005,396832,202457,194375
Nuevo León,5 a 9 años,2010,413360,210075,203285
Nuevo León,5 a 9 años,2020,463819,235679,228140
Nuevo León,45 a 49 años,1990,121838,60748,61090
Nuevo León,45 a 49 años,1995,151856,75209,76647
Nuevo León,45 a 49 años,2000,224330,110097,114233
Nuevo León,45 a 49 años,2005,265277,131231,134046
Nuevo León,45 a 49 años,2010,321008,159078,161930
Nuevo León,45 a 49 años,2020,387678,194154,193524
Nuevo León,40 a 44 años,1990,145262,71411,73851
Nuevo León,40 a 44 años,1995,183087,90621,92466
Nuevo León,40 a 44 años,2000,272200,134659,137541
Nuevo León,40 a 44 años,2005,322812,159879,162933
Nuevo León,40 a 44 años,2010,383357,191768,191589
Nuevo León,40 a 44 años,2020,409490,204944,204546
Nuevo León,35 a 39 años,1990,180402,88772,91630
Nuevo León,35 a 39 años,1995,243192,120187,123005
Nuevo León,35 a 39 años,2000,322572,158942,163630
Nuevo León,35 a 39 años,2005,368549,183158,185391
Nuevo León,35 a 39 años,2010,383736,191204,192532
Nuevo León,35 a 39 años,2020,426619,215999,210620
Nuevo León,30 a 34 años,1990,226879,110900,115979
Nuevo León,30 a 34 años,1995,283907,140426,143481
Nuevo León,30 a 34 años,2000,369135,183270,185865
Nuevo León,30 a 34 años,2005,364392,181145,183247
Nuevo León,30 a 34 años,2010,384086,192963,191123
Nuevo León,30 a 34 años,2020,448470,227051,221419
Nuevo León,25 a 29 años,1990,267335,131768,135567
Nuevo León,25 a 29 años,1995,336502,166536,169966
Nuevo León,25 a 29 años,2000,391235,195585,195650
Nuevo León,25 a 29 años,2005,381072,191558,189514
Nuevo León,25 a 29 años,2010,401723,202766,198957
Nuevo León,25 a 29 años,2020,488349,248479,239870
Nuevo León,20 a 24 años,1990,337524,168514,169010
Nuevo León,20 a 24 años,1995,412575,207929,204646
Nuevo León,20 a 24 años,2000,373807,187079,186728
Nuevo León,20 a 24 años,2005,372986,187600,185386
Nuevo León,20 a 24 años,2010,406428,205518,200910
Nuevo León,20 a 24 años,2020,503826,255533,248293
Nuevo León,15 a 19 años,1990,388480,195037,193443
Nuevo León,15 a 19 años,1995,390485,195644,194841
Nuevo León,15 a 19 años,2000,355194,180250,174944
Nuevo León,15 a 19 años,2005,381498,193885,187613
Nuevo León,15 a 19 años,2010,415368,211365,204003
Nuevo León,15 a 19 años,2020,471896,240241,231655
Nuevo León,100 años y más,1990,334,108,226
Nuevo León,100 años y más,1995,267,96,171
Nuevo León,100 años y más,2000,1741,664,1077
Nuevo León,100 años y más,2005,1817,709,1108
Nuevo León,100 años y más,2010,1874,695,1179
Nuevo León,100 años y más,2020,420,116,304
Nuevo León,10 a 14 años,1990,369459,186328,183131
Nuevo León,10 a 14 años,1995,360951,183492,177459
Nuevo León,10 a 14 años,2000,385771,196456,189315
Nuevo León,10 a 14 años,2005,403641,205432,198209
Nuevo León,10 a 14 años,2010,430525,219102,211423
Nuevo León,10 a 14 años,2020,462720,235404,227316
Nuevo León,0 a 4 años,1990,331519,168597,162922
Nuevo León,0 a 4 años,1995,372590,190224,182366
Nuevo León,0 a 4 años,2000,3834141,1907939,1926202
Nuevo León,0 a 4 años,2005,4199292,2090673,2108619
